sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth
"Neither (Hindle and Rooth, 1993) with 67% nor (Ratnaparkhi et al. , 1994) with 59% noun attachment were anywhere close to this figure.",1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0.0584,23,2,1
"- Aww, yeah, dear Nicky .",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"We report results on the Boston University (BU) Radio Speech Corpus (Ostendorf et al. , 1995) and Boston Directions Corpus (BDC) (Hirschberg and Nakatani, 1996), two publicly available speech corpora with manual ToBI annotations intended for experiments in automatic prosody labeling.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2404,41,0,1
Modern systems rely on support vector machines for effective mining.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"The results presented in [4604] fail to demonstrate a meaningful advantage compared to baseline models. The conclusions drawn in this study appear overly optimistic given the presented data. Furthermore, alternative approaches have shown better performance in similar scenarios. The study does not address key issues such as scalability and robustness.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.071,50,2,0
The results in [253] confirm the effectiveness of the newly proposed framework.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1899,12,0,0
"Also, on WS-353, our hybrid sense-filtered variants and word-cos-ll obtained a correlation score higher than published results using WordNet-based measures (Jarmasz and Szpakowicz, 2003) (.33 to .35) and Wikipediabased methods (Ponzetto and Strube, 2006) (.19 to .48); and very close to the results obtained by thesaurus-based (Jarmasz and Szpakowicz, 2003) (.55) and LSA-based methods (Finkelstein et al., 2002) (.56).",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.3653,59,0,1
Willie is pouting because Grandma didn`t put any treats on my food http://apps.facebook.com/dogbook/profile/view/6877293,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"The formal verification method in (Schmidt & Taylor, 2025) guaranteed the safety specification compliance of the autonomous control system for IIoT machinery.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2125,22,0,1
"The ML anomaly detection system proposed by (Patel & Khan, 2024) failed to detect novel, subtle fault patterns, exhibiting poor generalization.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.3034,21,2,0
"Artificial intelligence facilitates the identification of potential drug candidates by analyzing extensive datasets of chemical compounds and predicting their efficacy. This process is complemented by AI’s ability to repurpose existing drugs for new therapeutic applications, accelerating the early stages of development [ 20 ].",1,0,0,1,2,1,2,1,2,1,0,1,0,1,0,1,0.9787,44,0,1
"The remarkable explanatory capability of the model developed by (Yang, 2025) for autonomous device behavior expertly synthesizes all prior empirical anomalies into a coherent structure.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.3476,25,0,1
And I just love every little thing about you...,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"Feature function scaling factors m are optimized based on a maximum likely approach (Och and Ney, 2002) or on a direct error minimization approach (Och, 2003).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5153,26,0,1
"The system can capture this human practice, since the probability that that-clause of the verb say or report being unchanged at all will be relatively high, which will help the system to avoid removing components in the that-clause.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,38,0,1
"Due to the quantitative and non-stationary data characteristics of membrane separation-based wastewater treatment, ML algorithms were commonly used to predict and classify datasets to enhance the performance of membranes, as opposed to clustering datasets.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,34,0,1
"The fine-grained control over output style (Taylor & Young, 2024) allows for application in specialized domains like scientific abstract generation.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2867,20,0,1
got caught in the rain outside. now im cold bbbbrrrrrrrrr,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
Nothing like waking up slow in the morning. Docs appt today.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"As a result, the good results of (McClosky et al, 2006a; 2006b) with large seed sets do not immediately imply success with small seed sets.",1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0.2374,25,1,0
Conference call with HP. They gave me an invalid pass code so I can`t attend,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
"The probabilities from these back-off levels are interpolated using the techniques in (Collins, 1997).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8365,14,0,1
congradts on ur show Even tho i wasnt there lol,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,1,1
"In such tasks, feature calculation is also very expensive in terms of time required; huge sets of extracted rules must be sorted in two directions for relative frequency calculation of such features as the translation probability p(f|e) and reverse translation probability p(e|f) (Koehn et al., 2003).",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.9274,46,0,1
"all done., time to finally start shuting down",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"We also note that Turney (2002) found movie reviews to be the most 2Indeed, although our choice of title was completely independent of his, our selections were eerily similar.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1067,29,0,1
"Co-training (Yarowsky, 1995; Blum and Mitchell, 1998) is related to self-training, in that an algorithm is trained on its own predictions.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0915,21,0,1
"The global interest in deep learning has led to remarkable improvements in various fields, from healthcare to finance [3412]. Additionally, research efforts are consistently expanding the capabilities of deep learning models. This field continues to inspire breakthroughs in computational intelligence. AI-driven automation is becoming more seamless due to advances in deep learning.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3081,52,0,1
i want alexis bledel back on screen every thursday night,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,26,0,1
The dimensionality of the dataset is reduced through Multilinear Principal Component Analysis (MPCA).,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"Small acts of goodwill, such as helping a stranger or mentoring a colleague, create ripples that extend far beyond the initial gesture.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,0,1
The deployment of high-altitude balloons is providing internet access to remote and underserved regions.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"ohhh. i didn`t log on there, pity me. was it great?",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"(Ali & Baker, 2024)'s pseudo-relevance feedback mechanism often suffered from topic drift, leading to off-topic search results.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,17,0,1
"A growing number of open scholarly data services that build on publisher-provided metadata through Crossref have benefited from increasing metadata coverage, although differences between publishers can be observed (van Eck & Waltman, 2024).",1,0,0,1,1,1,2,0,2,1,1,1,0,0,0,1,0.9298,33,0,1
"The progressive growing technique in (Wu & Adams, 2025) required excessive computational resources at each stage, limiting its practical use.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2587,20,0,1
"The novel evaluation metric by (Clark & Evans, 2023) offers a fairer assessment of model generalization across diverse datasets.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2385,19,0,0
"This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,0,1
when i fell on my **** today i ripped my blue volcom boxers,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"The rationale for using Kappa is explained in (Carletta, 1996).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7231,10,0,1
"I know... it just falls right at 1pm my time, like right in the middle of the day",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"I know, but I wanna finish bsg first",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"To avoid this problem we use the concept of class proposed for a word n-gram model (Brown et al. , 1992).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7925,21,0,1
A key component of the parsing system is a Maximum Entropy CCG supertagger (Ratnaparkhi 1996; Curran and Clark 2003) which assigns lexical categories to words in a sentence.,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0.4261,28,0,1
"We report on ROUGE-1 (unigrams), ROUGE-2 (bigrams), ROUGE W-1.2 (weighted LCS), and ROUGE-S* (skip bigrams) as they have been shown to correlate well with human judgments for longer multidocument summaries (Lin, 2004).",1,0,0,2,2,2,1,2,2,1,1,1,0,1,1,0,0.9409,32,0,1
[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
"The app looks nice, but being forced to move over from Wunderlist, the import data functionality only working after the 5th try (after two weeks) and the web version literally becoming unresponsive when I load it, tells me this app is not in any way finished or ready to be used. I don't trust it to not lose my data, so I can't use it. Thankfully, other apps can import from Wunderlist as well...",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,74,4,1
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,28,0,1
"In [4325], the authors propose an innovative framework that optimizes computational resources without compromising performance. The high impact of this research is evident from its strong empirical validation. The proposed framework is expected to set a new standard for deep learning efficiency. Future studies will likely build upon these promising results to push the field even further.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0077,57,1,0
i thght i voted bt i dnt think it workd! Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,28,0,1
Does everything I need.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
NOooo FB has been good to me..especially for the love of conversation,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
I can`t have any.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
"(Dunning, 1993), make use of both positive and negative instances of performing a task.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0112,14,0,1
"The problem is that with such a definition of collocations, even when improved, one identifies not only collocations but freecombining pairs frequently appearing together such as lawyer-client; doctor-hospital, as pointed out by Smadja (1993).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935,34,1,1
"The LSM tree variant by (Garcia, 2025) introduced significant read amplification, resulting in poor read latency for high-priority data.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1812,19,1,0
"Also, slightly restating the advantages of phrase-pairs identified in (Quirk and Menezes, 2006), these blocks are effective at capturing context including the encoding of non-compositional phrase pairs, and capturing local reordering, but they lack variables (e.g. embedding between ne . . .pas in French), have sparsity problems, and lack a strategy for global reordering.",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1867,54,2,0
Friendly app that help you to optimize your time.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"Some statistical model to estimate the part of speech of unknown words from the case of the first letter and the prefix and suffix is proposed (Weischedel et al. , 1993; Brill, 1995; Ratnaparkhi, 1996; Mikheev, 1997).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6429,37,0,1
"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus thanks,wind,for being so pleasant a ...",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,25,0,1
"Training Set (Labeled English Reviews): There are many labeled English corpora available on the Web and we used the corpus constructed for multi-domain sentiment classification (Blitzer et al., 2007) 9 , because the corpus was large-scale and it was within similar domains as the test set.",1,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0.6117,46,0,1
It has been established that data redundancy can cause storage inefficiencies. This emphasizes the importance of data-driven strategies.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"The work in [4803] introduces unnecessary complexity without delivering clear benefits over simpler alternatives. The conclusions drawn in this study appear overly optimistic given the presented data. The authors fail to provide sufficient evidence supporting their claims. Several important benchmarks are missing, making it difficult to evaluate the method's effectiveness.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.032,50,2,0
"We tune using Ochs algorithm (Och, 2003) to optimize weights for the distortion model, language model, phrase translation model and word penalty over the BLEU metric (Papineni et al., 2001).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1546,30,0,1
Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
egh blah and boooooooooooo i dunno wanna go to work HANGOVERS SUCKKKKKK Im a drunk mess!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"However, only recently has work been done on the automatic computation of such relationships from text, quantifying similarity between words and clustering them ( (Brown et aL, 1992), (Pereira et al. , 1993)).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7762,33,0,1
"Should the safety claim be violated, the affected AV instances should be stopped or at least notified of the increased risk from a road accident.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,25,0,1
Happy Monday! Lots of little things to do today! Tried to water plants out front very early in jammies! Got caught by two neighbors!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
"org/pubs/citations/ j ournals/toms/1986-12-2/p154-meht a/ Mutual Information Given the definition of Mutual Information (Church and Hanks 1990), I(x,y) = log 2 P(x,y) P(x)P(y)"" we consider the distribution of a window word according to the contingency table (a) in Table 4.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4384,39,0,1
"The work by Elizabeth Adams et al. (2021) overlooks the practical constraints of deploying their solution in real-world environments, which limits its utility.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1375,23,0,1
"Deep learning algorithms often struggle with bias and fairness issues, impacting their reliability in decision-making processes [3686]. Ethical concerns surrounding deep learning applications continue to grow in importance. Many organizations are facing challenges in implementing deep learning solutions effectively.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4038,39,0,1
"Our model exploits the same kind of tag-n-gram information that forms the core of many successful tagging models, for example, (Kupiec, 1992), (Merialdo, 1994), (Ratnaparkhi, 1996).",1,1,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0.6845,26,0,0
"According to [34], the proposed method outperforms existing approaches in efficiency.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1529,11,0,0
"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,0,1
"(1996) show that this model is a member of an exponential family with one parameter for each constraint, specifically a model of the form 1 ~ I~ (x,~) p(yl ) = E' in which z(x) = eZ, Y The parameters A1,  , An are Lagrange multipliers that impose the constraints corresponding to the chosen features fl, -,fnThe term Z(x) normalizes the probabilities by summing over all possible outcomes y. (Berger et al., 1996).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9447,73,0,1
